price,pType,pWidth,pLength,pArea,pLandArea,pNumberOfFloors,pNumberOfBathrooms,pNumberOfBedrooms,pCertificateType,pFurnitureStatus,log_price,district
7900000000.0,alley_house,4.0,16.0,69.3,69.3,4.0,4.0,4.0,certificate,other,22.790128596419386,Quận Tân Bình
3750000000.0,townhouse,6.5,5.5,21.9,21.9,1.0,2.0,1.0,certificate,other,22.04502167692873,Quận 12
3600000000.0,alley_house,4.0,10.0,54.2,38.2,2.0,2.0,1.0,certificate,partially_furnished,22.004199682408476,Quận Bình Tân
5400000000.0,alley_house,4.1,12.0,163.6,49.2,3.0,3.0,4.0,certificate,partially_furnished,22.40966479051664,Quận Bình Tân
10500000000.0,townhouse,3.26,14.95,67.6,54.8,2.0,2.0,2.0,certificate,partially_furnished,23.07464109410989,Quận 8
13500000000.0,alley_house,4.15,27.06,103.7,107.2,1.0,1.0,1.0,certificate,other,23.325955522390796,Quận Tân Phú
8600000000.0,alley_house,12.5,4.0,50.0,50.0,4.0,6.0,4.0,certificate,furnished,22.875028040205873,Quận Gò Vấp
5200000000.0,alley_house,3.0,18.42,129.1,84.9,3.0,2.0,3.0,certificate,other,22.371924462533794,Quận Gò Vấp
16000000000.0,alley_house,5.5,20.0,148.3,148.3,4.0,4.0,2.0,certificate,other,23.495854559186192,Quận Bình Tân
1700000000.0,alley_house,4.5,10.45,48.0,48.0,1.0,2.0,1.0,share_certificate,other,21.253894088008582,Quận Thủ Đức
6800000000.0,alley_house,10.0,9.0,56.0,56.0,2.0,2.0,2.0,certificate,partially_furnished,22.640188449128473,Quận Tân Bình
28000000000.0,villa,15.0,16.0,379.6,257.9,3.0,7.0,7.0,certificate,other,24.055470347121616,Quận Bình Thạnh
10500000000.0,alley_house,3.6,12.0,129.5,42.64,3.0,8.0,8.0,certificate,other,23.07464109410989,Quận Tân Bình
16000000000.0,townhouse,4.5,20.0,246.7,90.0,4.0,3.0,3.0,certificate,furnished,23.495854559186192,Quận 8
15000000000.0,townhouse,4.0,19.0,152.75,76.0,3.0,3.0,3.0,certificate,other,23.43131603804862,Quận Tân Bình
13000000000.0,townhouse,3.0,8.0,71.2,24.0,4.0,1.0,1.0,certificate,partially_furnished,23.288215194407947,Quận 3
12500000000.0,townhouse,3.8,18.3,133.4,66.4,6.0,7.0,6.0,certificate,partially_furnished,23.248994481254666,Quận Bình Thạnh
22950000000.0,townhouse,9.0,16.0,240.0,146.0,2.0,2.0,2.0,certificate,partially_furnished,23.856583773452964,Quận Tân Phú
9500000000.0,alley_house,17.33,7.51,91.0,74.5,2.0,1.0,2.0,certificate,other,22.974557635552905,Quận 4
28000000000.0,townhouse,8.0,24.0,381.0,192.0,4.0,5.0,3.0,certificate,other,24.055470347121616,Quận Thủ Đức
16500000000.0,townhouse,4.45,15.0,216.9,51.7,5.0,4.0,4.0,certificate,other,23.526626217852947,Quận Tân Bình
5600000000.0,alley_house,3.74,14.0,81.4,52.5,2.0,2.0,3.0,certificate,other,22.446032434687513,Quận Tân Phú
12500000000.0,alley_house,4.5,24.5,113.6,110.25,2.0,2.0,4.0,certificate,partially_furnished,23.248994481254666,Quận 6
5800000000.0,other,10.17,4.86,108.9,47.0,3.0,3.0,3.0,certificate,partially_furnished,22.481123754498785,Quận Gò Vấp
6500000000.0,alley_house,4.0,13.0,55.3,55.3,4.0,3.0,4.0,certificate,partially_furnished,22.595068013848003,Quận Gò Vấp
17000000000.0,alley_house,5.5,11.6,87.55,41.66,2.0,2.0,2.0,certificate,partially_furnished,23.556479181002626,Quận Tân Bình
16500000000.0,townhouse,4.17,19.65,228.5,80.9,4.0,3.0,3.0,certificate,partially_furnished,23.526626217852947,Quận Tân Phú
3900000000.0,apartment,4.05,15.555555555555555,63.0,63.0,1.0,1.0,2.0,pending_certificate,other,22.08424239008201,Quận Tân Phú
5500000000.0,alley_house,4.0,16.0,112.6,65.2,2.0,2.0,2.0,certificate,other,22.428013929184836,Quận Bình Tân
5500000000.0,alley_house,4.0,22.48,206.7,77.6,3.0,1.0,1.0,certificate,partially_furnished,22.428013929184836,Quận Bình Tân
55000000000.0,townhouse,3.5,28.0,371.0,98.0,5.0,4.0,4.0,certificate,other,24.730599022178883,Quận 1
4900000000.0,land,4.0,22.13,88.4,88.4,1.0,1.0,1.0,certificate,other,22.31250104206299,Quận 12
16500000000.0,other,4.0,18.0,143.4,80.9,2.0,1.0,1.0,certificate,other,23.526626217852947,Quận Tân Bình
70000000000.0,townhouse,20.0,30.0,548.0,500.0,3.0,1.0,1.0,certificate,other,24.97176107899577,Quận Tân Phú
14500000000.0,other,13.95,26.45,50.4,293.7,1.0,2.0,2.0,certificate,other,23.39741448637294,Quận Thủ Đức
23500000000.0,other,7.0,11.2,201.5,77.9,4.0,5.0,4.0,certificate,partially_furnished,23.880266258096526,Quận Tân Bình
4500000000.0,apartment,4.05,17.283950617283953,70.0,70.0,1.0,2.0,2.0,certificate,partially_furnished,22.227343233722685,Quận Tân Bình
6500000000.0,alley_house,3.2,7.6,24.5,24.5,3.0,3.0,2.0,certificate,partially_furnished,22.595068013848003,Quận 3
6500000000.0,land,13.0,10.17,100.0,100.0,1.0,1.0,1.0,certificate,other,22.595068013848003,Quận Thủ Đức
6400000000.0,alley_house,4.2,26.0,107.2,107.2,1.0,1.0,1.0,certificate,partially_furnished,22.579563827312036,Quận Tân Bình
45900000000.0,villa,7.0,30.0,290.92,205.0,3.0,5.0,5.0,certificate,partially_furnished,24.54973095401291,Quận Thủ Đức
34000000000.0,alley_house,6.83,19.0,128.3,128.3,6.0,6.0,6.0,certificate,other,24.249626361562573,Quận 3
2900000000.0,alley_house,3.01,6.98,42.0,21.0,2.0,1.0,2.0,certificate,partially_furnished,21.78797657393884,Quận 11
24900000000.0,townhouse,6.5,31.0,367.5,207.5,4.0,4.0,4.0,certificate,other,23.938133640417075,Quận Tân Phú
16000000000.0,townhouse,4.5,20.0,152.6,86.0,3.0,3.0,2.0,certificate,other,23.495854559186192,Quận Bình Thạnh
6000000000.0,townhouse,4.0,10.0,70.0,38.0,2.0,2.0,1.0,certificate,partially_furnished,22.515025306174465,Quận Tân Phú
5800000000.0,townhouse,6.0,6.2,56.2,32.3,2.0,2.0,1.0,certificate,partially_furnished,22.481123754498785,Quận Tân Phú
20500000000.0,townhouse,6.0,14.0,163.5,43.2,5.0,6.0,5.0,certificate,partially_furnished,23.743690723090772,Quận Phú Nhuận
13500000000.0,alley_house,5.0,33.0,266.1,164.7,2.0,3.0,4.0,certificate,partially_furnished,23.325955522390796,Quận Tân Bình
8000000000.0,townhouse,4.0,12.0,98.0,47.1,2.0,2.0,2.0,certificate,partially_furnished,22.80270737862625,Quận Tân Phú
3650000000.0,alley_house,3.5,5.0,48.3,20.1,3.0,3.0,2.0,certificate,partially_furnished,22.017993004540813,Quận 1
10000000000.0,alley_house,3.3,22.5,189.0,74.2,2.0,2.0,2.0,certificate,other,23.025850929940457,Quận 8
6500000000.0,alley_house,4.5,8.0,36.0,36.0,1.0,2.0,1.0,certificate,other,22.595068013848003,Quận Gò Vấp
15300000000.0,townhouse,4.5,18.3,298.4,91.7,5.0,4.0,4.0,certificate,other,23.4511186653448,Quận Tân Bình
11000000000.0,alley_house,3.4,12.8,43.52,43.52,3.0,2.0,2.0,certificate,other,23.121161109744783,Quận Bình Thạnh
12500000000.0,alley_house,4.0,14.54,124.0,63.7,3.0,2.0,4.0,certificate,other,23.248994481254666,Quận 3
6000000000.0,alley_house,3.0,12.7,87.0,43.5,2.0,2.0,2.0,certificate,other,22.515025306174465,Quận 5
7000000000.0,other,13.5,6.2,70.7,82.8,1.0,1.0,1.0,certificate,other,22.669175986001726,Quận 12
3300000000.0,alley_house,4.4,6.0,54.0,27.0,2.0,1.0,2.0,certificate,other,21.917188305418847,Quận Bình Thạnh
3950000000.0,alley_house,10.5,4.0,72.7,40.5,1.0,3.0,2.0,certificate,partially_furnished,22.096981415859442,Quận Bình Tân
13500000000.0,townhouse,8.15,3.0,71.2,23.8,3.0,3.0,2.0,certificate,partially_furnished,23.325955522390796,Quận 3
7200000000.0,alley_house,3.2,12.0,85.5,48.1,2.0,2.0,2.0,certificate,partially_furnished,22.69734686296842,Quận 3
18500000000.0,alley_house,20.0,4.0,178.8,70.5,4.0,12.0,12.0,certificate,partially_furnished,23.64103656903069,Quận 7
5500000000.0,alley_house,2.6,16.05,104.0,52.0,2.0,3.0,2.0,certificate,partially_furnished,22.428013929184836,Quận Tân Bình
4800000000.0,alley_house,5.1,7.5,37.5,37.5,1.0,1.0,1.0,certificate,partially_furnished,22.291881754860256,Quận Tân Phú
13400000000.0,alley_house,4.5,21.85,96.1,96.1,1.0,1.0,1.0,certificate,other,23.318520543903276,Quận Tân Bình
5200000000.0,alley_house,5.0,12.0,136.8,59.7,3.0,2.0,3.0,certificate,partially_furnished,22.371924462533794,Quận 12
25500000000.0,alley_house,6.0,12.7,60.3,60.3,7.0,1.0,1.0,certificate,partially_furnished,23.961944289110793,Quận Bình Thạnh
17000000000.0,alley_house,9.55,21.0,207.2,204.0,2.0,3.0,5.0,certificate,other,23.556479181002626,Quận Tân Phú
15000000000.0,alley_house,3.4,9.1,128.0,28.5,5.0,4.0,4.0,certificate,other,23.43131603804862,Quận 3
5200000000.0,alley_house,2.5,9.0,17.3,17.3,4.0,9.0,6.0,other,partially_furnished,22.371924462533794,Quận 1
15200000000.0,townhouse,15.2,4.0,323.0,59.9,4.0,3.0,3.0,certificate,partially_furnished,23.44456126479864,Quận Bình Tân
5950000000.0,alley_house,3.0,10.0,27.3,27.3,4.0,1.0,6.0,certificate,other,22.50665705650395,Quận 3
7900000000.0,alley_house,4.0,15.3,140.0,61.2,2.0,2.0,3.0,certificate,other,22.790128596419386,Quận Tân Phú
12800000000.0,alley_house,3.24,17.68,181.09,61.79,3.0,3.0,2.0,certificate,partially_furnished,23.272711007871983,Quận 1
11700000000.0,alley_house,4.0,21.0,330.4,68.8,4.0,7.0,6.0,certificate,partially_furnished,23.18285467875012,Quận Tân Bình
7800000000.0,alley_house,4.0,12.6,183.6,50.4,4.0,3.0,4.0,certificate,partially_furnished,22.777389570641958,Quận Bình Tân
39500000000.0,townhouse,7.0,18.0,197.9,126.0,3.0,4.0,4.0,certificate,other,24.399566508853486,Quận 7
22000000000.0,townhouse,7.0,24.0,132.99,132.99,3.0,4.0,4.0,certificate,other,23.814308290304727,Quận Tân Bình
9500000000.0,alley_house,3.1,24.41,111.7,77.6,2.0,2.0,2.0,certificate,other,22.974557635552905,Quận Tân Bình
15000000000.0,townhouse,2.4,25.0,256.1,83.9,4.0,5.0,6.0,certificate,partially_furnished,23.43131603804862,Quận 11
16800000000.0,townhouse,3.8,19.0,244.7,70.1,5.0,4.0,4.0,certificate,other,23.544644723355624,Quận 4
27500000000.0,alley_house,5.1,22.4,172.5,109.9,3.0,3.0,3.0,certificate,partially_furnished,24.037451841618935,Quận Tân Bình
21000000000.0,alley_house,8.0,21.0,215.0,170.0,3.0,2.0,2.0,certificate,other,23.767788274669833,Quận Tân Phú
15800000000.0,townhouse,5.2,15.0,190.6,68.3,3.0,3.0,3.0,certificate,other,23.483275776979333,Quận Bình Tân
3550000000.0,alley_house,4.38,5.37,23.8,23.8,1.0,1.0,1.0,certificate,partially_furnished,21.990213440433735,Quận 8
2680000000.0,alley_house,2.7,5.68,15.0,15.0,2.0,1.0,1.0,certificate,partially_furnished,21.709082631469176,Quận Phú Nhuận
8950000000.0,alley_house,5.0,30.0,102.0,150.0,1.0,1.0,1.0,certificate,other,22.914919369233175,Quận Bình Tân
17950000000.0,townhouse,4.0,18.15,88.4,65.0,2.0,2.0,2.0,certificate,partially_furnished,23.610855951880698,Quận Bình Thạnh
5500000000.0,alley_house,3.14,8.82,28.0,28.0,3.0,2.0,2.0,certificate,partially_furnished,22.428013929184836,Quận 4
8500000000.0,alley_house,5.7,12.0,83.61,67.49,2.0,2.0,3.0,certificate,partially_furnished,22.863332000442682,Quận Tân Phú
7300000000.0,alley_house,3.85,12.1,47.9,47.9,1.0,1.0,2.0,certificate,partially_furnished,22.711140185100756,Quận 5
6000000000.0,alley_house,4.07,11.6,47.4,47.4,1.0,2.0,2.0,certificate,partially_furnished,22.515025306174465,Quận 8
20800000000.0,alley_house,18.0,10.0,419.0,180.0,5.0,20.0,20.0,certificate,other,23.758218823653685,Quận Bình Tân
7200000000.0,alley_house,3.5,13.0,42.0,42.0,2.0,2.0,3.0,certificate,partially_furnished,22.69734686296842,Quận 11
6900000000.0,townhouse,4.6,22.0,152.14,97.0,2.0,2.0,4.0,certificate,partially_furnished,22.654787248549624,Quận Thủ Đức
3150000000.0,alley_house,3.0,13.5,47.0,47.0,2.0,2.0,3.0,certificate,partially_furnished,21.870668289783953,Quận 7
13500000000.0,townhouse,4.0,23.0,142.8,68.5,2.0,2.0,3.0,certificate,other,23.325955522390796,Quận Bình Tân
15000000000.0,alley_house,4.0,22.5,206.7,90.0,4.0,4.0,4.0,certificate,partially_furnished,23.43131603804862,Quận Gò Vấp
15000000000.0,townhouse,7.0,16.0,130.0,54.2,3.0,2.0,3.0,certificate,other,23.43131603804862,Quận 11
3400000000.0,alley_house,5.05,4.35,45.1,22.0,2.0,1.0,2.0,certificate,partially_furnished,21.947041268568526,Quận Tân Bình
7500000000.0,alley_house,4.0,10.0,132.8,40.0,3.0,4.0,4.0,certificate,partially_furnished,22.738168857488677,Quận Bình Thạnh
3500000000.0,alley_house,3.5,11.2,41.0,41.0,2.0,2.0,2.0,certificate,partially_furnished,21.97602880544178,Quận 7
7800000000.0,other,3.84,20.5,187.3,91.3,3.0,4.0,5.0,certificate,partially_furnished,22.777389570641958,Quận 12
23000000000.0,alley_house,11.9,18.4,60.14,219.5,2.0,3.0,4.0,certificate,partially_furnished,23.85876005287556,Quận Tân Bình
6000000000.0,alley_house,4.0,7.0,97.4,29.1,4.0,3.0,3.0,certificate,other,22.515025306174465,Quận Tân Bình
15000000000.0,townhouse,4.0,9.25,145.5,37.0,4.0,3.0,4.0,certificate,other,23.43131603804862,Quận Tân Bình
10950000000.0,alley_house,2.6,9.15,67.7,22.7,3.0,3.0,4.0,certificate,partially_furnished,23.11660529320892,Quận 1
18800000000.0,other,5.3,11.0,231.0,51.28,7.0,1.0,1.0,certificate,other,23.657122706782314,Quận 10
14700000000.0,townhouse,3.3,12.0,117.3,26.2,5.0,4.0,3.0,certificate,other,23.4111133307311,Quận 5
6200000000.0,alley_house,2.9,10.0,65.4,21.8,4.0,8.0,7.0,certificate,other,22.547815128997456,Quận 5
5500000000.0,alley_house,3.5,11.0,75.6,52.6,2.0,2.0,3.0,certificate,partially_furnished,22.428013929184836,Quận 6
8900000000.0,alley_house,9.5,18.0,112.0,195.4,1.0,2.0,3.0,certificate,partially_furnished,22.909317113684505,Quận Thủ Đức
9350000000.0,alley_house,4.0,15.5,128.3,62.3,3.0,4.0,3.0,certificate,partially_furnished,22.958642180247008,Quận Gò Vấp
8700000000.0,alley_house,3.86,15.9,153.7,62.8,3.0,3.0,3.0,certificate,partially_furnished,22.88658886260695,Quận 6
16000000000.0,townhouse,4.0,18.0,193.6,72.0,4.0,5.0,4.0,certificate,partially_furnished,23.495854559186192,Quận 7
6250000000.0,land,4.0,20.0,80.0,80.0,0.0,0.0,0.0,certificate,other,22.555847300694722,Quận 12
7200000000.0,alley_house,4.0,22.0,63.4,71.0,1.0,1.0,1.0,certificate,other,22.69734686296842,Quận Tân Phú
15750000000.0,townhouse,5.0,31.0,71.8,117.4,3.0,4.0,3.0,certificate,partially_furnished,23.480106202218053,Quận 2
33000000000.0,townhouse,8.0,27.0,380.8,216.0,2.0,2.0,2.0,certificate,other,24.21977339841289,Quận Tân Phú
16300000000.0,townhouse,4.0,19.0,272.0,77.0,4.0,3.0,4.0,certificate,other,23.514430944759127,Quận Tân Phú
12600000000.0,alley_house,7.94,16.62,392.5,131.4,4.0,6.0,6.0,certificate,partially_furnished,23.256962650903844,Quận Bình Tân
9300000000.0,alley_house,4.0,14.0,203.0,56.1,4.0,4.0,3.0,certificate,other,22.95328023710562,Quận Tân Phú
9000000000.0,townhouse,3.3,14.0,168.3,49.2,5.0,4.0,6.0,certificate,other,22.920490414282632,Quận 11
30000000000.0,townhouse,10.0,20.0,350.0,200.0,3.0,4.0,3.0,certificate,other,24.124463218608568,Quận Bình Chánh
5950000000.0,alley_house,4.05,12.96,113.2,67.5,2.0,2.0,2.0,certificate,partially_furnished,22.50665705650395,Quận Thủ Đức
23500000000.0,alley_house,4.0,20.0,159.2,82.7,2.0,2.0,3.0,certificate,other,23.880266258096526,Quận 1
17000000000.0,alley_house,7.0,35.0,94.2,234.0,1.0,5.0,5.0,certificate,other,23.556479181002626,Quận Thủ Đức
22000000000.0,alley_house,4.0,18.0,182.1,71.4,3.0,3.0,2.0,certificate,partially_furnished,23.814308290304727,Quận Bình Thạnh
5000000000.0,townhouse,8.0,11.0,56.9,88.0,1.0,1.0,2.0,certificate,partially_furnished,22.33270374938051,Quận Thủ Đức
3900000000.0,alley_house,4.1,12.0,49.199999999999996,49.199999999999996,1.0,1.0,2.0,certificate,partially_furnished,22.08424239008201,Quận 12
3450000000.0,land,5.0,14.21,70.0,70.0,1.0,1.0,1.0,certificate,other,21.96164006798968,Quận 12
21000000000.0,townhouse,3.3,17.0,92.97,52.8,2.0,2.0,2.0,certificate,other,23.767788274669833,Quận 1
25000000000.0,alley_house,4.98,19.8,414.9,87.6,6.0,7.0,6.0,certificate,partially_furnished,23.942141661814613,Quận 9
1290000000.0,alley_house,4.0,6.0,24.0,24.0,2.0,1.0,2.0,certificate,partially_furnished,20.977908055319993,Quận Bình Tân
50000000000.0,alley_house,6.5,22.0,989.2,143.0,7.0,20.0,20.0,certificate,other,24.635288842374557,Quận 3
20000000000.0,townhouse,3.2,20.0,101.3,72.6,2.0,1.0,1.0,certificate,other,23.7189981105004,Quận Tân Bình
20500000000.0,townhouse,3.9,16.0,162.8,53.9,3.0,2.0,2.0,certificate,other,23.743690723090772,Quận 10
29000000000.0,other,8.0,12.0,255.35,64.8,7.0,1.0,8.0,certificate,other,24.090561666932885,Quận 5
7500000000.0,apartment,4.05,17.876543209876544,72.4,72.4,1.0,1.0,2.0,certificate,other,22.738168857488677,Quận 2
3800000000.0,land,5.07,15.94,77.6,77.6,1.0,1.0,1.0,certificate,partially_furnished,22.058266903678753,Quận Thủ Đức
5100000000.0,land,4.0,24.0,96.0,95.3,1.0,1.0,1.0,certificate,other,22.35250637667669,Quận Bình Tân
5600000000.0,townhouse,5.38,8.7,105.9,35.3,3.0,1.0,2.0,certificate,other,22.446032434687513,Quận Gò Vấp
5750000000.0,alley_house,3.53,11.0,43.8,38.0,2.0,2.0,3.0,certificate,partially_furnished,22.47246569175567,Quận 8
6300000000.0,alley_house,4.0,9.0,36.4,36.4,2.0,1.0,1.0,certificate,other,22.563815470343897,Quận Tân Phú
3150000000.0,alley_house,4.05,10.0,69.4,34.7,2.0,1.0,2.0,certificate,partially_furnished,21.870668289783953,Quận 12
4500000000.0,alley_house,4.2,14.0,58.7,58.7,3.0,3.0,4.0,certificate,partially_furnished,22.227343233722685,Quận Bình Tân
16500000000.0,alley_house,5.0,20.0,100.9,100.9,1.0,1.0,1.0,certificate,other,23.526626217852947,Quận Tân Bình
4650000000.0,alley_house,5.1,4.0,27.2,13.6,3.0,4.0,3.0,certificate,partially_furnished,22.260133056545676,Quận Phú Nhuận
5600000000.0,land,12.0,33.6,400.0,400.0,1.0,1.0,1.0,certificate,other,22.446032434687513,Quận Củ Chi
6500000000.0,land,12.4,46.4,504.0,504.0,1.0,1.0,1.0,certificate,other,22.595068013848003,Quận Củ Chi
12000000000.0,alley_house,3.35,15.0,103.0,52.9,3.0,2.0,2.0,certificate,other,23.208172486734412,Quận 10
6500000000.0,alley_house,4.2,20.0,75.24,85.0,1.0,1.0,3.0,certificate,other,22.595068013848003,Quận Bình Tân
10500000000.0,alley_house,4.2,29.0,210.6,124.0,3.0,2.0,3.0,certificate,other,23.07464109410989,Quận 2
5000000000.0,alley_house,5.0,18.0,110.9,92.5,2.0,1.0,1.0,certificate,other,22.33270374938051,Quận 7
1450000000.0,alley_house,2.5,4.63,37.4,11.575,3.0,2.0,2.0,certificate,other,21.094829393378895,Quận 7
7200000000.0,alley_house,5.0,23.5,84.6,117.0,2.0,2.0,3.0,certificate,partially_furnished,22.69734686296842,Quận Thủ Đức
5900000000.0,alley_house,4.0,18.0,194.0,72.0,4.0,3.0,5.0,certificate,partially_furnished,22.498218187858086,Quận Bình Tân
6490000000.0,alley_house,5.2,8.1,52.0,35.0,2.0,3.0,4.0,certificate,partially_furnished,22.593528367662408,Quận Tân Bình
5000000000.0,alley_house,4.21,12.4,57.2,45.0,2.0,2.0,1.0,certificate,other,22.33270374938051,Quận Bình Thạnh
6500000000.0,alley_house,6.0,14.8,225.9,71.7,3.0,3.0,5.0,certificate,partially_furnished,22.595068013848003,Quận 8
4200000000.0,other,4.5,24.65,21.6,107.1,1.0,1.0,1.0,certificate,other,22.158350362235733,Quận Thủ Đức
1950000000.0,alley_house,2.0,10.0,21.4,21.4,3.0,1.0,1.0,certificate,other,21.391095209522067,Quận Tân Phú
37500000000.0,townhouse,4.1,18.9,116.2,116.2,3.0,3.0,2.0,certificate,partially_furnished,24.347606769922777,Quận 5
3600000000.0,other,3.3,8.0,33.1,16.9,4.0,4.0,3.0,certificate,partially_furnished,22.004199682408476,Quận 3
26000000000.0,townhouse,3.72,17.5,68.72,68.72,5.0,3.0,3.0,certificate,partially_furnished,23.981362374967894,Quận Tân Bình
10200000000.0,alley_house,5.0,13.5,137.4,69.78,3.0,4.0,3.0,certificate,partially_furnished,23.045653557236637,Quận Tân Bình
21500000000.0,alley_house,6.5,23.0,549.3,125.6,6.0,21.0,20.0,certificate,other,23.79131877208003,Quận Gò Vấp
20800000000.0,other,4.0,16.5,134.53,58.0,4.0,1.0,1.0,certificate,other,23.758218823653685,Quận 10
8650000000.0,alley_house,4.0,12.0,68.2,34.1,3.0,3.0,2.0,certificate,partially_furnished,22.8808251578902,Quận Gò Vấp
5300000000.0,land,3.7,21.0,71.0,71.0,1.0,1.0,1.0,certificate,other,22.390972657504488,Quận Gò Vấp
6000000000.0,alley_house,4.0,20.54,120.6,120.6,2.0,2.0,2.0,certificate,partially_furnished,22.515025306174465,Quận 12
10500000000.0,alley_house,4.2,18.25,92.3,60.27,4.0,4.0,3.0,certificate,partially_furnished,23.07464109410989,Quận Tân Bình
4700000000.0,townhouse,4.0,10.0,40.0,40.0,1.0,2.0,2.0,certificate,partially_furnished,22.270828345662423,Quận 7
10200000000.0,alley_house,4.3,15.2,123.9,62.8,3.0,3.0,4.0,certificate,partially_furnished,23.045653557236637,Quận Bình Thạnh
18500000000.0,land,5.0,69.0,346.0,346.0,1.0,1.0,1.0,certificate,other,23.64103656903069,Quận Gò Vấp
18000000000.0,townhouse,6.9,21.4,122.2,163.5,2.0,2.0,2.0,certificate,partially_furnished,23.613637594842576,Quận Tân Phú
9000000000.0,townhouse,4.0,10.4,42.0,42.0,3.0,3.0,2.0,certificate,partially_furnished,22.920490414282632,Quận Bình Thạnh
2050000000.0,alley_house,3.83,4.32,47.1,15.7,3.0,2.0,2.0,certificate,other,21.44110563009673,Quận 7
7500000000.0,alley_house,4.6,14.13,139.3,63.2,3.0,4.0,4.0,certificate,partially_furnished,22.738168857488677,Quận Gò Vấp
7300000000.0,townhouse,4.01,19.5,108.7,74.96,2.0,2.0,2.0,certificate,other,22.711140185100756,Quận Bình Tân
6000000000.0,alley_house,3.5,15.8,98.0,45.1,3.0,3.0,4.0,certificate,partially_furnished,22.515025306174465,Quận 11
1800000000.0,apartment,4.05,18.51851851851852,75.0,75.0,1.0,1.0,2.0,certificate,partially_furnished,21.31105250184853,Quận 5
9500000000.0,alley_house,4.0,22.4,326.53,90.1,4.0,4.0,5.0,certificate,partially_furnished,22.974557635552905,Quận Bình Tân
8100000000.0,alley_house,3.2,12.0,38.4,38.4,3.0,3.0,3.0,certificate,partially_furnished,22.815129898624804,Quận 10
4150000000.0,alley_house,3.8,7.0,38.4,22.9,2.0,2.0,2.0,certificate,other,22.146374171189017,Quận Bình Thạnh
7500000000.0,alley_house,4.0,10.0,40.0,40.0,5.0,5.0,7.0,certificate,partially_furnished,22.738168857488677,Quận Phú Nhuận
22000000000.0,townhouse,6.4,10.95,55.7,55.7,3.0,3.0,3.0,certificate,partially_furnished,23.814308290304727,Quận Phú Nhuận
3790000000.0,alley_house,3.8,14.0,78.0,41.9,2.0,2.0,2.0,certificate,other,22.055631856040748,Quận 12
10800000000.0,townhouse,13.0,4.0,169.6,52.0,4.0,3.0,4.0,certificate,other,23.102811971076584,Quận 6
22000000000.0,townhouse,5.0,16.0,238.0,101.7,4.0,3.0,3.0,certificate,other,23.814308290304727,Quận Thủ Đức
5000000000.0,townhouse,3.0,12.5,66.1,37.5,2.0,2.0,2.0,certificate,other,22.33270374938051,Quận Gò Vấp
9900000000.0,townhouse,3.36,16.8,78.0,49.0,1.0,1.0,1.0,certificate,other,23.015800594086954,Quận 6
8700000000.0,alley_house,4.0,20.0,233.9,80.0,4.0,5.0,5.0,certificate,partially_furnished,22.88658886260695,Quận Gò Vấp
5300000000.0,alley_house,4.0,11.8,48.0,48.0,1.0,1.0,1.0,certificate,partially_furnished,22.390972657504488,Quận Tân Bình
2600000000.0,land,6.5,44.0,286.7,286.7,1.0,1.0,1.0,certificate,other,21.678777281973847,Quận Củ Chi
4700000000.0,alley_house,3.5,11.7,74.8,46.1,2.0,1.0,1.0,certificate,other,22.270828345662423,Quận 6
6500000000.0,townhouse,4.0,17.0,53.43,68.2,2.0,2.0,2.0,certificate,other,22.595068013848003,Quận Bình Tân
5300000000.0,alley_house,4.5,11.85,57.72,52.9,3.0,2.0,2.0,certificate,partially_furnished,22.390972657504488,Quận Gò Vấp
5790000000.0,alley_house,4.0,7.45,30.0,30.0,4.0,1.0,1.0,certificate,other,22.479398128531315,Quận Bình Thạnh
3550000000.0,alley_house,7.0,4.4,52.4,27.9,2.0,2.0,2.0,certificate,other,21.990213440433735,Quận Gò Vấp
26000000000.0,townhouse,23.0,6.8,89.6,129.1,2.0,3.0,3.0,certificate,other,23.981362374967894,Quận Thủ Đức
5800000000.0,townhouse,5.0,25.3,123.3,123.3,1.0,1.0,1.0,certificate,partially_furnished,22.481123754498785,Quận Bình Chánh
1390000000.0,alley_house,9.7,7.35,41.0,58.9,2.0,1.0,2.0,certificate,other,21.05256958408901,Quận 8
6500000000.0,townhouse,3.65,19.55,62.7,62.7,1.0,1.0,1.0,certificate,partially_furnished,22.595068013848003,Quận Thủ Đức
14900000000.0,townhouse,3.9,14.1,55.0,55.0,1.0,2.0,1.0,certificate,other,23.424627049897826,Quận 11
5500000000.0,alley_house,3.5,11.0,29.2,36.7,2.0,2.0,2.0,certificate,other,22.428013929184836,Quận Bình Thạnh
5950000000.0,alley_house,3.5,8.45,63.0,31.0,3.0,2.0,3.0,certificate,other,22.50665705650395,Quận Bình Thạnh
12900000000.0,alley_house,3.65,21.5,123.7,78.5,2.0,2.0,4.0,certificate,partially_furnished,23.280493148314036,Quận 4
8250000000.0,alley_house,13.9,5.5,97.2,76.4,2.0,2.0,3.0,certificate,other,22.833479037293,Quận Bình Thạnh
1000000000.0,alley_house,4.0,4.78,19.1,19.1,2.0,2.0,2.0,certificate,partially_furnished,20.72326583694641,Quận Nhà Bè
8500000000.0,alley_house,4.0,14.2,195.6,60.0,5.0,4.0,4.0,certificate,other,22.863332000442682,Quận Gò Vấp
6000000000.0,alley_house,4.0,35.4,125.0,141.7,2.0,3.0,2.0,certificate,partially_furnished,22.515025306174465,Quận 12
